Date-time,Text, Unix Timestamp
11:25 PM - 17 Dec 2013,#tram33: rallentamenti (inconveniente tecnico a una vettura). #ATM #Milano,1387351513

11:09 PM - 17 Dec 2013,#tram12 #tram14: rallentamenti (traffico intenso). #ATM #Milano,1387350595

10:00 PM - 17 Dec 2013,Buongiorno. Seguiteci fino alle 20  twittiamo informazioni in tempo reale sulla circolazione dei mezzi #ATM.,1387346445

10:44 AM - 17 Dec 2013,#bus43: rallentamenti (urto tra mezzi privati). #ATM #Milano,1387305858

8:27 AM - 17 Dec 2013,#tram16: rallentamenti (traffico intenso in corso Vercelli). #ATM #Milano,1387297639

8:13 AM - 17 Dec 2013,#tram9 #tram33: modificano il percorso questa notte dall'1 fino al termine del servizio (lavori in via Filzi) http://bit.ly/1bMccqf . #ATM,1387296839

8:04 AM - 17 Dec 2013,#tram14 #bus52 #bus56 #bus94: (rallentamenti per traffico intenso in diverse zone della città). #bus68: rallentamenti (urto tra privati).,1387296250

7:53 AM - 17 Dec 2013,@theriktweet Ciao  il #bus86 modifica il percorso e non effettua la fermata in via Tremelloni. Maggiori info qui: http://bit.ly/ISmXB4 .,1387295582

7:28 AM - 17 Dec 2013,#bus90: rallentamenti (inconveniente tecnico). #ATM #Milano,1387294136

7:11 AM - 17 Dec 2013,#tram12 #tram24 #tram27 #bus50 #bus58 #bus60 #bus61 #bus95: rallentamenti (traffico intenso in diverse zone della città). #ATM #Milano,1387293083

2:43 AM - 17 Dec 2013,@DenyButterfly82 daremo aggiornamenti  seguici per rimanere informata sui servizi previsti da #ATM nei prossimi giorni. Buona giornata.,1387277025

2:36 AM - 17 Dec 2013,@gi0mil grazie per averci scritto  raccogliamo tutti i suggerimenti al form da compilare a questo link: http://bit.ly/WWEdnV .,1387276564

2:33 AM - 17 Dec 2013,@finngiaz ciao  pubblichiamo tutte le info su modifiche programmate alla pagina Info Traffico del sito: http://bit.ly/infotraffico . Seguici.,1387276414

2:26 AM - 17 Dec 2013,#bus60: rallentamenti (traffico per mercato in via Eustachi). #ATM #Milano,1387275971

2:12 AM - 17 Dec 2013,#tram23 > Lambrate #tram33 > Rimembranze: riprendono il percorso regolare con rallentamenti dopo deviazione per auto in sosta irregolare.,1387275140

2:06 AM - 17 Dec 2013,#tram23 > Lambrate #tram33 > Rimembranze di Lambrate: terminano in pza Ascoli (auto in sosta irregolare). Bus tra Ascoli e i capolinea. #ATM,1387274788

2:00 AM - 17 Dec 2013,#bus84: rallentamenti (traffico in largo Augusto). #bus61: rallentamenti (traffico). #ATM #Milano,1387274409

1:50 AM - 17 Dec 2013,#bus923 #bus924: rallentamenti (lavori stradali Strada Statale Cassanese). #ATM #Milano,1387273828

1:03 AM - 17 Dec 2013,#M2: riprende la circolazione normale in tutte le direzioni. #ATM #Milano,1387270996

1:01 AM - 17 Dec 2013,#tram2: riprende il percorso regolare con rallentamenti dopo deviazione (auto in sosta irregolare rimossa). #ATM #Milano,1387270909

12:54 AM - 17 Dec 2013,#tram2: termina le corse a Porta Genova (auto in sosta irregolare). Bus sostitutivi da e verso il capolinea Negrelli. #ATM #Milano,1387270484

12:16 AM - 17 Dec 2013,#M2 > Abbiategrasso/Assago Forum: rallentamenti tra Gobba-Abbiategrasso/Assago Forum (inconveniente tecnico). #ATM #Milano,1387268188

12:12 AM - 17 Dec 2013,#bus60 > Centrale  #bus73 e #busx73 > aeroporto di Linate: rallentamenti (manifestazione commemorativa in corso Europa). #ATM #Milano,1387267932

10:00 PM - 16 Dec 2013,Buongiorno da #ATM Informa. Seguiteci fino alle 20 per ricevere informazioni in tempo reale sulla circolazione dei mezzi.,1387260043

11:01 AM - 16 Dec 2013,Arrivederci da #ATM. Vi diamo appuntamento a domani mattina alle 7 con i tweet sulla mobilità a #Milano.,1387220504

10:58 AM - 16 Dec 2013,#tram5: riprende il percorso regolare con rallentamenti dopo deviazione per auto in sosta irregolare. #ATM #Milano,1387220330

10:17 AM - 16 Dec 2013,#tram5 > Ortica: devia da via Filzi a viale Tunisia (auto in sosta irregolare). #ATM #Milano,1387217841

9:15 AM - 16 Dec 2013,@RadicalMeno1 i treni sulla linea viaggiano normalmente. Buona serata.,1387214110

8:00 AM - 16 Dec 2013,#Milan - #Roma: ecco il servizio #ATM previsto per la partita di questa sera a San Siro http://bit.ly/18JMjHF . #SerieA #Milano,1387209624

7:25 AM - 16 Dec 2013,@iNaz26 per la metro leggera è disponibile un biglietto A/R da 1.30 €: http://bit.ly/1jbrleL . Puoi anche usare #bus925 da Cascina Gobba.,1387207546

7:09 AM - 16 Dec 2013,#bus54 #bus60 #bus73 #busX73: riprendono il percorso regolare dopo deviazione per urto tra privati. #bus54: rallentamenti. #ATM #Milano,1387206576

6:39 AM - 16 Dec 2013,@Umby08 buona giornata a te. Seguici per ricevere tutte le informazioni di cui hai bisogno sulla mobilità a Milano.,1387204767

6:27 AM - 16 Dec 2013,@Umby08 ciao  lo sciopero di oggi si è concluso. Le linee di metro e superficie hanno ripreso la circolazione.,1387204040

5:53 AM - 16 Dec 2013,#M1 #M2: the traffic is back to normal on the entire line. #ATM #Milan,1387202001

5:50 AM - 16 Dec 2013,#M1 #M2: circolazione normale su tutta la linea. #ATM #Milano,1387201836

5:03 AM - 16 Dec 2013,#M3 #M5: good service. #M1 #M2: a good service is resuming to all destinations. #ATM,1387199031

5:00 AM - 16 Dec 2013,#M3 #M5: circolazione normale. #M1 #M2: i treni stanno gradualmente riprendendo le normali frequenze per tutte le destinazioni. #ATM #Milano,1387198849

4:09 AM - 16 Dec 2013,#tram #bus #filobus: le linee riprendono gradualmente la normale circolazione (#sciopero nazionale e manifestazione terminati). #Milano #ATM,1387195798

4:06 AM - 16 Dec 2013,@AlessandroMar ti confermiamo che la circolazione sta riprendendo gradualmente su tutte le linee metropolitane.,1387195584

4:03 AM - 16 Dec 2013,#M2: la circolazione riprende gradualmente per tutte le destinazioni (#sciopero). Fate attenzione all'affollamento sulle banchine. #ATM,1387195384

4:03 AM - 16 Dec 2013,#M3: a good service is resuming to all destination. Please pay attention: trains and platforms may be busy for a while. #ATM #Milano,1387195382

3:56 AM - 16 Dec 2013,#M1: a good service resumes to all destinations. Please pay attention on platforms. #ATM,1387194988

3:56 AM - 16 Dec 2013,@lacurci i tornelli sono aperti contestualmente alla ripresa della circolazione.  Aggiornamenti in corso sulla ripresa di ciascuna linea.,1387194972

3:56 AM - 16 Dec 2013,#M1: la circolazione riprende gradualmente per tutte le destinazioni (#sciopero). Fate attenzione all'affollamento sulle banchine. #ATM,1387194968

3:53 AM - 16 Dec 2013,#M5: a good service resumes to all destinations. #ATM #Milano,1387194825

3:48 AM - 16 Dec 2013,#M5: la circolazione riprende su tutta la linea. #ATM,1387194502

3:43 AM - 16 Dec 2013,@diavolettomi la circolazione riprenderà gradualmente dopo le 12.45. Seguici per gli aggiornamenti linea per linea.,1387194207

3:42 AM - 16 Dec 2013,@NicolaSurbera i treni riprenderanno a viaggiare dopo le 12.45. Seguici per ricevere tweet in tempo reale su ciascuna linea.,1387194160

3:41 AM - 16 Dec 2013,#M1 #M2 #M3 #M5: a good service about to resume after 12.45. Updates to follow.,1387194099

3:39 AM - 16 Dec 2013,@ponciasecrets sulla linea sono possibili rallentamenti  ci scusiamo per il disagio. Una vettura è in arrivo.,1387193951

3:36 AM - 16 Dec 2013,#M1 #M2 #M3 #M5: riprenderanno gradualmente dopo le 12.45. Twittiamo in tempo reale la ripresa di ciascuna linea (#sciopero). #Milano #ATM,1387193799

3:24 AM - 16 Dec 2013,#bus54 > Duomo: devia da San Babila a L.go Augusto;  #bus60 #bus73 #busx73 terminano in L.go Augusto (urto tra privati). #ATM #Milano,1387193097

3:23 AM - 16 Dec 2013,@Fraintesa la linea è coinvolto dal passaggio di una manifestazione  sono segnalati rallentamenti e deviazioni momentanee.,1387193034

2:54 AM - 16 Dec 2013,@domenico_sal puoi prendere il #tram16 in piazza Piemonte per 5 fermate e scendere in largo D'Ancona. Piazza S. Ambrogio dista 250 metri.,1387191287

2:33 AM - 16 Dec 2013,@leciram lo sciopero nazionale è previsto a Milano fino alle 12.45  seguici per gli aggiornamenti sulla ripresa.,1387190032

2:16 AM - 16 Dec 2013,@raf55 puoi utilizzare il #tram16  in superficie sono possibili rallentamenti e riduzioni del servizio (#sciopero nazionale).,1387188968

1:55 AM - 16 Dec 2013,@D1Marzia il #bus94 può subire rallentamenti e deviazioni per una manifestazione in corso da largo Cairoli a piazza Duca D'Aosta.,1387187744

1:21 AM - 16 Dec 2013,Above-ground network: service operating with minor delays untill 12.45 (national 4-hour #strike affecting public transport). Updates: 12.30.,1387185707

1:19 AM - 16 Dec 2013,Tram  bus  filobus: possibili riduzioni del servizio fino alle 12.45 (#sciopero nazionale trasporto pubblico locale). Aggiornamenti: 12.30,1387185582

1:18 AM - 16 Dec 2013,#M1 #M2 #M3 #M5: service to resume at 12.45 (national 4-hour #strike affecting local public transport). Updates: 12.30. #ATM,1387185523

1:17 AM - 16 Dec 2013,#M1 #M2 #M3 #M5: circolazione sospesa fino alle 12.45 (#sciopero nazionale trasporto pubblico locale). Aggiornamenti: ore 12.30. #ATM,1387185454

1:15 AM - 16 Dec 2013,@FedeDippi il #tram9 circola ma può subire rallentamenti e deviazioni per la manifestazione in corso da largo Cairoli a piazza Duca D'Aosta.,1387185344

1:10 AM - 16 Dec 2013,@MarcoD82 sì  la circolazione è sospesa su tutte le linee. Seguici per gli aggiornamenti utili sulla ripresa entro le 12.45,1387185044

1:06 AM - 16 Dec 2013,@Giaina la linea subisce rallentamenti e deviazioni momentanee per il passaggio di una manifestazione da lgo Cairoli a pza Duca D'Aosta.,1387184792

12:54 AM - 16 Dec 2013,@MariangelaPira al momento la linea è interessata da una deviazione momentanea per il passaggio di una manifestazione.,1387184094

12:46 AM - 16 Dec 2013,#M2: la circolazione è sospesa in tutte le direzioni (#sciopero nazionale). Aggiornamenti sulla ripresa entro le 12.45. #ATM #Milano,1387183608

12:44 AM - 16 Dec 2013,@filosippos1 la manifestazione parte da largo Cairoli e raggiungerà piazza Duca D'Aosta.,1387183477

12:43 AM - 16 Dec 2013,@lorenzobezzi le linee di superficie possono subire una riduzione del servizio (#sciopero nazionale).,1387183423

12:43 AM - 16 Dec 2013,@CaprioliMarco @lorenzobezzi gli ultimi treni sono in viaggio in questo momento  verso i capolinea.,1387183405

12:34 AM - 16 Dec 2013,@mickey_depa L'agitazione è prevista fino alle 12.45. In seguito il servizio sarà regolare .,1387182846

12:23 AM - 16 Dec 2013,@MattSanna il #tram14 è coinvolto dal passaggio di una manifestazione da largo Cairoli a piazza Duca D'Aosta  sono possibili rallentamenti.,1387182228

12:23 AM - 16 Dec 2013,@Marj0T sì  gli ultimi treni stanno raggiungendo i capolinea. La circolazione sulla linea riprende dalle 12.45.,1387182218

12:21 AM - 16 Dec 2013,#bus50 #bus57 #bus60 #bus61 #bus81 #bus94 #busz301: deviazioni e rallentamenti (manifestazione lgo Cairoli - pza Duca D'Aosta). #ATM,1387182093

12:20 AM - 16 Dec 2013,#tram1 #tram2 #tram4 #tram5 #tram9 #tram12 #tram14 #tram33: deviazioni e rallentamenti (manifestazione lgo Cairoli - pza Duca D'Aosta). #ATM,1387182053

12:18 AM - 16 Dec 2013,@julsrossini seguici per gli aggiornamenti sulla ripresa alle 12.45. Al momento in superficie il servizio potrebbe essere ridotto.,1387181892

12:16 AM - 16 Dec 2013,@julsrossini lo sciopero è previsto dalle 8.45 alle 12.45. Gli ultimi treni della metro sono ora in transito.,1387181802

12:15 AM - 16 Dec 2013,@scenfaroc le linee di superficie potrebbero subire delle riduzioni di servizio al momento.,1387181700

12:13 AM - 16 Dec 2013,@al_lanza puoi utilizzare in alternativa il #tram2 in via Farini  ti ricordiamo che in superficie il servizio potrebbe essere ridotto.,1387181611

12:12 AM - 16 Dec 2013,#bus92 #bus95: rallentamenti. #ATM #Milano,1387181570

12:07 AM - 16 Dec 2013,#M5: la circolazione è sospesa in entrambe le direzioni (#sciopero nazionale). In alternativa  al momento  #tram7 e #tram31.,1387181248

11:56 PM - 15 Dec 2013,@susi_celly Gli ultimi treni per Comasina M3 sono in viaggio.,1387180610

11:56 PM - 15 Dec 2013,#M2 > Cologno: ultimo treno in transito a Famagosta (#sciopero nazionale). #Milano #ATM,1387180609

11:55 PM - 15 Dec 2013,@Mystiria in superficie sono possibili rallentamenti e riduzioni.,1387180518

11:50 PM - 15 Dec 2013,#M1 #M2 #M3 #M5: last trains are leaving from terminus. All trains running on the network after 8.45 will arrive to destinatons.,1387180249

11:50 PM - 15 Dec 2013,#M1 #M2 #M3 #M5: ultimi treni in viaggio (#sciopero nazionale). I treni ancora in circolazione arrivano al capolinea. #ATM,1387180227

11:46 PM - 15 Dec 2013,@Lapazia1013 ti consigliamo di rivolgerti ai gestori delle linee  per le info sui servizi #ATM seguici  twittiamo info in tempo reale.,1387179975

11:45 PM - 15 Dec 2013,@MorraFrancesca Ciao  puoi prendere il #tram9 da Centrale FS fino a Porta Romana M3.,1387179901

11:44 PM - 15 Dec 2013,#M1 #M2 #M3 #M5: service about to stop at 8.45 and resume at 12.45. Updates to follow.,1387179865

11:42 PM - 15 Dec 2013,#M1 #M2 #M3 #M5: la circolazione sarà sospesa dalle 8.45 (#sciopero nazionale). Seguono aggiornamenti. #ATM #Milano,1387179755

11:29 PM - 15 Dec 2013,@angmarco gli ultimi treni in partenza da Sesto M1 entro le 8.45 arrivano al capolinea. In alternativa  #tram16. Seguici per aggiornamenti.,1387178982

11:18 PM - 15 Dec 2013,@__aLix anche i mezzi di superficie potrebbero essere coinvolti dall'agitazione. Prossimo aggiornamento alle 8.30 circa.,1387178334

10:57 PM - 15 Dec 2013,#sciopero nazionale trasporti locali. Servizi #ATM regolari fino alle 8.45 e dalle 12.45. Prossimo aggiornamento: 8.30 circa.,1387177029

10:56 PM - 15 Dec 2013,@PadreGandalf Ciao  puoi fare un abbonamento giornaliero sul sito http://www.bikemi.it . Per maggiori info scrivi a info@bikemi.it,1387176999

10:31 PM - 15 Dec 2013,@discoradioIT a Milano dalle 8.45 alle 12.45  twittiamo tutti gli aggiornamenti utili. @GTT_Torino,1387175492

10:00 PM - 15 Dec 2013,Buongiorno. Alle 8.45 inizia lo #sciopero nazionale trasporti locali. Vi teniamo aggiornati sui servizi #ATM. http://bit.ly/18lFnpd ,1387173603

11:03 AM - 15 Dec 2013,Arrivederci da #ATM Informa. Domani vi aggiorniamo dalle 7 alle 20  seguiteci per avere notizie di infomobilità in tempo reale.,1387134219

10:39 AM - 15 Dec 2013,@LaPatty__x puoi caricare l'estensione sul tuo abbonamento. Trovi tutti i dettagli a questo link: http://bit.ly/AbbonamentiUrbani ….,1387132748

10:12 AM - 15 Dec 2013,@MGiroldini buonasera  a Milano lo sciopero nazionale è previsto dalle 8.45 alle 12.45. Qui le info: http://bit.ly/1cqwd6y .,1387131167

9:50 AM - 15 Dec 2013,@AgneZa_ la fascia oraria dello sciopero nazionale a Milano è 8.45-12.45  se vuoi avere info in tempo reale scrivici  ti aggiorneremo.,1387129858

9:31 AM - 15 Dec 2013,#tram12 #bus62: rallentamenti. #ATM #Milano,1387128681

4:16 AM - 15 Dec 2013,#Milan - #Roma: ecco il servizio #ATM previsto per la partita di domani sera a San Siro http://bit.ly/18JMjHF . #calcio #SerieA #Milano,1387109782

1:55 AM - 15 Dec 2013,Manifestazione da Duomo a piazza Sant'Ambrogio: possibili deviazioni e rallentamenti per alcune linee di superficie http://bit.ly/1j8oKSB .,1387101309

1:29 AM - 15 Dec 2013,#tram2: riprende il percorso regolare con rallentamenti (inconveniente tecnico risolto). #ATM #Milano,1387099789

1:09 AM - 15 Dec 2013,#bus70: riprende il percorso regolare con rallentamenti in entrambe le direzioni dopo deviazione per urto tra mezzi privati. #ATM #Milano,1387098599

1:04 AM - 15 Dec 2013,#tram2: termina in Porta Genova (inconveniente tecnico). Bus di collegamento fino al capolinea Negrelli. #ATM #Milano,1387098284

1:00 AM - 15 Dec 2013,#bus70 > pta Volta: devia da ple Maciachini a v. Vincenzo da Seregno  > Bruzzano: riprende il percorso regolare (urto tra mezzi privati).,1387098003

12:53 AM - 15 Dec 2013,#bus70: devia da piazzale Maciachini a via Vincenzo da Seregno (urto tra mezzi privati). #ATM #Milano,1387097598

10:56 PM - 14 Dec 2013,#tram12 e #tram14: rallentamenti (inconveniente tecnico a una vettura risolto). #ATM #Milano,1387090598

10:00 PM - 14 Dec 2013,Buona domenica da #ATM. Seguite anche oggi i tweet di infomobilità  saremo con voi fino alle 20.,1387087222

11:14 AM - 14 Dec 2013,Buon sabato sera e a domani: twittiamo aggiornamenti dalle 7 alle 20. Avvisi di modifiche programmate alle linee: http://bit.ly/infotraffico ,1387048486

11:00 AM - 14 Dec 2013,#tram9: riprende regolarmente con possibili rallentamenti (dopo deviazione per urto tra veicoli privati in cso Colombo/Coni Zugna). #ATM,1387047634

10:49 AM - 14 Dec 2013,@lapanca una vettura è in arrivo alla fermata. Ci scusiamo per l'attesa: una manifestazione nel pomeriggio ha rallentato diverse linee.,1387046991

10:47 AM - 14 Dec 2013,@valevsworld domani i mezzi #ATM fanno regolare servizio. Maggiori informazioni per la mattina di lunedì alla pagina http://bit.ly/1cqwd6y .,1387046822

10:34 AM - 14 Dec 2013,#tram2 > Bausan: devia tra corso Colombo e Cordusio (urto tra veicoli privati in Colombo/Coni Zugna). #tram14 nella tratta non percorsa.,1387046055

10:32 AM - 14 Dec 2013,#tram9: termina in pta Lodovica (urto tra veicoli privati in cso Colombo/Coni Zugna). Bus di collegamento fino al capolinea di pta Genova.,1387045977

9:06 AM - 14 Dec 2013,Terminata la manifestazione in centro. Rallentamenti per alcune linee  che riprendono i percorsi regolari: 1  12  15  16  23  24  27  54.,1387040816

8:14 AM - 14 Dec 2013,@Mikedroide a Milano è previsto dalle 8.45 alle 12.45: http://bit.ly/1cqwd6y . Lunedì twittiamo aggiornamenti in tempo reale come sempre.,1387037670

6:38 AM - 14 Dec 2013,In corso manifestazione (da pza Scala a pza Fontana). Possibili rallentamenti e deviazioni per alcune linee: http://www.atm.it/it/ViaggiaConNoi/InfoTraffico/Pagine/Manifestazioneincentrolelineeinteressate14_12.aspx …,1387031918

5:54 AM - 14 Dec 2013,Ore 15: possibili rallentamenti e deviazioni (manifestazione in centro). Percorso e linee interessate alla pagina: http://www.atm.it/it/ViaggiaConNoi/InfoTraffico/Pagine/Manifestazioneincentrolelineeinteressate14_12.aspx …,1387029246

4:08 AM - 14 Dec 2013,#tram5 e #tram7: riprendono il percorso regolare con rallentamenti dopo deviazione per urto tra mezzi privati. #ATM #Milano,1387022908

3:51 AM - 14 Dec 2013,#tram7: devia da Ca’Granda a piazzale Baiamonti (urto tra mezzi privati). Bus di collegamento nella tratta non percorsa. #ATM #Milano,1387021896

3:50 AM - 14 Dec 2013,#tram5 > Ortica: termina in Ca’Granda/Testi  > Ca’Granda: termina in v.le Lunigiana (urto tra mezzi privati). Bus nella tratta non percorsa.,1387021818

3:11 AM - 14 Dec 2013,@paganin94 l'agitazione potrebbe coinvolgere le linee metropolitane e di superficie dalle 8.45 alle 12.45: http://bit.ly/1cqwd6y .,1387019510

1:39 AM - 14 Dec 2013,#bus92 > Isonzo: termina in pza Appio Claudio  > Varè: termina in pza Ascoli (urto tra terzi). Bus sostitutivi: Appio Claudio - pza Ascoli.,1387013941

12:09 AM - 14 Dec 2013,Oggi il collegamento C. Gobba - S. Raffaele termina alle 19 (interventi di manutenzione). In alternativa #bus925: http://bit.ly/1j3jn7c .,1387008540

10:09 PM - 13 Dec 2013,@alessan46729146 buongiorno  oggi tutte le linee sono in regolare servizio. È previsto sciopero nazionale lunedì 16: http://bit.ly/1cqwd6y .,1387001344

10:00 PM - 13 Dec 2013,Buongiorno e buon weekend da #ATM. Anche oggi twittiamo aggiornamenti sulla mobilità a #Milano fino alle 20.,1387000840

11:01 AM - 13 Dec 2013,Buon serata da @atm_informa. I tweet di infomobilità tornano domani e domenica dalle 7 alle 20 per tenervi informati  seguiteci. #Milano,1386961306

10:40 AM - 13 Dec 2013,@lesjeuxsonfait @SergioSierra67 la linea ha ripreso il percorso regolare dopo un lieve incidente  segnalati rallentamenti per traffico.,1386960021

10:35 AM - 13 Dec 2013,@Deviot sì  per tutte le info e i contatti riguardanti gli oggetti smarriti sui mezzi ATM consulta questo link: http://bit.ly/Y949RQ .,1386959715

10:03 AM - 13 Dec 2013,@widyblonde sì  per lunedì è stato indetto lo sciopero nazionale del trasporto locale dalle 8.45 alle 12.45: http://bit.ly/1cqwd6y .,1386957802

9:03 AM - 13 Dec 2013,#tram2 #tram16: rallentamenti (traffico in diverse zone della città). #ATM #Milano,1386954189

8:58 AM - 13 Dec 2013,#bus70: rallentamenti (urto tra mezzi privati). #tram9: rallentamenti (inconveniente tecnico). #ATM #Milano,1386953882

8:55 AM - 13 Dec 2013,@FedeDippi lunedì non sono previste modifiche per la linea. Il 16/12  ti ricordiamo  ci sarà lo sciopero nazionale: http://bit.ly/1cqwd6y .,1386953756

8:32 AM - 13 Dec 2013,Da domani: #bus431 #bus433 riprendono il percorso regolare a Cornaredo (lavori in via Garibaldi conclusi) http://bit.ly/1bBARO0 . #ATM,1386952331

7:13 AM - 13 Dec 2013,#tram3 #tram15: riprendono il percorso regolare con rallentamenti dopo deviazione (inconveniente tecnico risolto). #ATM #Milano,1386947596

7:03 AM - 13 Dec 2013,#tram3 #tram15: terminano in p.za Abbiategrasso (inconveniente tecnico). Bus di collegamento rispettivamente fino a Gratosoglio e Rozzano.,1386947025

6:00 AM - 13 Dec 2013,#bus55 > Loreto: termina in via Stradivari/Buenos Aires. #bus56 > Loreto: termina in via Padova/Predabissi (manifestazione in p.le Loreto).,1386943212

3:10 AM - 13 Dec 2013,#bus72: riprende il percorso regolare con rallentamenti dopo deviazione per manifestazione in via Gallarate. #ATM #Milano,1386933028

2:29 AM - 13 Dec 2013,#bus93: rallentamenti (inconveniente tecnico ora risolto). #ATM #Milano,1386930589

2:14 AM - 13 Dec 2013,#bus72 > Cimitero Maggiore: devia tra Molino Dorino e via Gallarate/Bolla (manifestazione in via Gallarate). #ATM #Milano,1386929696

1:29 AM - 13 Dec 2013,@BambolaSimona buongiorno  scrivici al form http://bit.ly/WWEdnV  specificando i dettagli in modo da poter verificare. Grazie.,1386926946

1:20 AM - 13 Dec 2013,@moebiusmania buongiorno  puoi inoltrare la tua richiesta specificando i dettagli al form che trovi sul nostro sito: http://bit.ly/WWEdnV .,1386926417

1:09 AM - 13 Dec 2013,#bus61: rallentamenti (traffico nelle zone di via Pontaccio/Bolivar/Washington). #ATM #Milano,1386925796

12:14 AM - 13 Dec 2013,#bus50: rallentamenti (traffico in zona piazza Bolivar). #ATM #Milano,1386922458

12:09 AM - 13 Dec 2013,#bus86 #bus701: rallentamenti (traffico in zona Cologno Nord/Cascina Gobba). #ATM #Milano,1386922151

12:08 AM - 13 Dec 2013,#bus39 #bus924: rallentamenti (traffico in zona Lambrate). #ATM #Milano,1386922096

11:50 PM - 12 Dec 2013,#tram27: rallentamenti (inconveniente tecnico). #ATM #Milano,1386921035

11:09 PM - 12 Dec 2013,@DTarenzi @pmonti1 oggi le linee svolgono il regolare servizio. È stato indetto uno sciopero nazionale per lunedì 16 http://bit.ly/1cqwd6y .,1386918582

10:01 PM - 12 Dec 2013,Buongiorno da @atm_informa. Fino alle 20 twittiamo aggiornamenti sulla circolazione delle linee metropolitane e di superficie.,1386914469

11:00 AM - 12 Dec 2013,Buona serata. I nostri tweet tornano domani dalle 7 alle 20 per aggiornarvi in tempo reale sulla mobilità a #Milano.,1386874810

10:53 AM - 12 Dec 2013,#tram14 #tram19: riprendono il percorso regolare con rallentamenti dopo deviazione per inconveniente tecnico. #ATM #Milano,1386874391

10:34 AM - 12 Dec 2013,#tram19 > Roserio: devia da piazza Firenze a via Palizzi (inconveniente tecnico). Bus sostitutivi nella tratta in deviazione. #ATM #Milano,1386873253

10:33 AM - 12 Dec 2013,#tram14: termina in via Cenisio (inconveniente tecnico). Collegamento bus fino al capolinea Cimitero Maggiore. #ATM #Milano,1386873216

10:04 AM - 12 Dec 2013,@alexci1 grazie per averci scritto  abbiamo informato il personale di stazione che provvederà a chiudere l'uscita.,1386871446

10:02 AM - 12 Dec 2013,@SM_L76 sì  è stato proclamato uno sciopero nazionale del trasporto pubblico locale per lunedì 16/12. Qui le info: http://bit.ly/1cqwd6y .,1386871378

9:59 AM - 12 Dec 2013,#tram15: riprende il percorso regolare dopo deviazione per cerimonia commemorativa. #ATM #Milano,1386871163

9:53 AM - 12 Dec 2013,@selvaggia1983 per questo motivo al momento termina ancora in piazza Missori / corso Italia. Vi aggiorneremo quando tornerà regolare.,1386870827

9:50 AM - 12 Dec 2013,@Francesco_Roux ciao  il servizio metro si svolge tra le ore 6 e le 00.30 circa. Seguici per avere info in tempo reale sulla circolazione.,1386870629

8:44 AM - 12 Dec 2013,#tram1: devia da via Tommaso Grossi a piazza della Repubblica (cerimonia commemorativa in piazza Fontana). #ATM #Milano,1386866668

8:31 AM - 12 Dec 2013,@paganin94 puoi inoltrare la tua richiesta al form sul nostro sito: http://bit.ly/WWEdnV . Grazie.,1386865882

8:01 AM - 12 Dec 2013,@macondo83 Gli ATM Point sono aperti dal lunedì al sabato  dalle 7.45 alle 19.15. Le info su dove trovarli qui: http://bit.ly/139S82A ,1386864091

7:35 AM - 12 Dec 2013,@ZippoHaze #tram15 da Missori fino a porta Lodovica  #tram9 fino a viale Gorizia  #tram19 fino a p.le Aquileia  a 2 minuti da via Ferrario.,1386862513

6:28 AM - 12 Dec 2013,#bus55 #bus56: rallentamenti (manifestazione in zona piazzale Loreto). #ATM #Milano,1386858494

6:23 AM - 12 Dec 2013,#tram15: termina in piazza Missori\corso Italia  #tram23:  termina in via Dogana. (cerimonia commemorativa in piazza Fontana). #ATM #Milano,1386858233

6:01 AM - 12 Dec 2013,#tram12: riprende il percorso regolare con rallentamenti. #tram27: termina in piazza Ovidio. Bus fino al capolinea di viale Ungheria. #ATM,1386856891

5:33 AM - 12 Dec 2013,#tram12>Ovidio: termina in piazza Fontana #tram27: termina in p.za 5 Giornate. Bus tra p.za Missori e v.le Ungheria (inconveniente tecnico).,1386855202

5:05 AM - 12 Dec 2013,#tram27: rallentamenti (inconveniente tecnico). #ATM #Milano,1386853532

4:21 AM - 12 Dec 2013,@gigiomora lo sciopero è stato indetto per lunedì 16/12. L'agitazione a Milano è prevista dalle 8.45 alle 12.45: http://bit.ly/18lFnpd .,1386850906

2:18 AM - 12 Dec 2013,#XF7: ecco il servizio #ATM per raggiungere il Forum di Assago per la finale di stasera http://bit.ly/1hJTS9A . #Milano,1386843488

1:42 AM - 12 Dec 2013,@Frida_tulip il tempo di percorrenza è di circa 40 minuti. Per calcolare il tuo percorso puoi consultare GiroMilano: http://bit.ly/GiroMilano .,1386841361

1:38 AM - 12 Dec 2013,@Micatmb ciao  la prima corsa è alle 5.35. Puoi consultare gli orari della linea a questo link: http://orari.atm-mi.it/73_11804.pdf . Buona giornata.,1386841098

1:16 AM - 12 Dec 2013,#tram12 #tram27: riprendono il percorso regolare con rallentamenti dopo deviazione (inconveniente tecnico risolto). #ATM #Milano,1386839801

1:12 AM - 12 Dec 2013,#tram12 #tram27: terminano in piazza Fontana (inconveniente tecnico). Bus di collegamento fino a viale Ungheria. #ATM #Milano,1386839570

